feature,mean_importance
feature_390,-1.1102230246251566e-17
feature_144,-1.1102230246251566e-17
feature_417,-1.1102230246251566e-17
feature_141,-1.1102230246251566e-17
feature_420,-1.1102230246251566e-17
feature_419,-1.1102230246251566e-17
feature_68,0.0
feature_118,0.0
feature_431,0.0
feature_394,0.0
feature_410,0.0
feature_328,0.0
feature_432,0.0
feature_125,0.0
feature_126,0.0
feature_344,0.0
feature_411,0.0
feature_346,0.0
feature_348,0.0
feature_423,0.0
feature_130,0.0
feature_315,0.0
feature_312,0.0
feature_311,0.0
feature_117,0.0
feature_97,0.0
feature_409,0.0
feature_100,0.0
feature_288,0.0
feature_45,0.0
feature_292,0.0
feature_44,0.0
feature_387,0.0
feature_294,0.0
feature_296,0.0
feature_105,0.0
feature_92,0.0
feature_399,0.0
feature_429,0.0
feature_306,0.0
feature_40,0.0
feature_43,0.0
feature_421,0.0
feature_393,0.0
feature_33,0.0
feature_439,0.0
feature_212,0.0
feature_151,0.0
feature_412,0.0
feature_153,0.0
feature_414,0.0
feature_155,0.0
feature_388,0.0
feature_157,0.0
feature_158,0.0
feature_24,0.0
feature_71,0.0
feature_69,0.0
feature_30,0.0
feature_31,0.0
feature_149,0.0
feature_133,0.0
feature_389,0.0
feature_146,0.0
feature_136,0.0
feature_360,0.0
feature_365,0.0
feature_139,0.0
feature_442,0.0
feature_140,0.0
feature_424,0.0
feature_372,0.0
feature_375,0.0
feature_383,0.0
feature_220,0.0
feature_219,0.0
feature_145,0.0
feature_142,0.0
feature_95,0.0
feature_370,1.1102230246251566e-17
feature_382,1.1102230246251566e-17
feature_435,1.1102230246251566e-17
feature_1,1.1102230246251566e-17
feature_120,1.1102230246251566e-17
feature_147,1.1102230246251566e-17
feature_79,1.1102230246251566e-17
feature_59,1.1102230246251566e-17
feature_74,1.1102230246251566e-17
feature_23,1.1102230246251566e-17
feature_38,1.0535110754861244e-05
feature_386,1.7210464932171375e-05
feature_322,2.216191301285253e-05
feature_221,2.529461764704255e-05
feature_73,3.536774466098569e-05
feature_391,3.810639042650665e-05
feature_331,3.8378128610505605e-05
feature_65,3.9513692525339204e-05
feature_240,4.069687348151607e-05
feature_369,4.186549562616993e-05
feature_374,4.303021369558291e-05
feature_407,4.316974709216437e-05
feature_291,4.712746493135134e-05
feature_397,4.7400446111278696e-05
feature_278,5.1964078581800964e-05
feature_392,5.6238555959342575e-05
feature_340,5.664399755388461e-05
feature_239,6.0635821245502705e-05
feature_274,6.57281084929573e-05
feature_314,7.022664508113952e-05
feature_319,7.776475157245111e-05
feature_361,7.891301543925256e-05
feature_339,8.745523791359178e-05
feature_284,8.930788015792945e-05
feature_333,9.281452866577444e-05
feature_402,0.00010115025120895904
feature_430,0.0001017098125159599
feature_332,0.00010292706653943772
feature_252,0.0001047554764560088
feature_22,0.00010505667092560733
feature_64,0.00010628591786113751
feature_313,0.00011185588048432394
feature_37,0.00011660981778724989
feature_321,0.00011862696392351823
feature_26,0.00012103473324047709
feature_335,0.0001217848946391653
feature_75,0.00012396939984318233
feature_347,0.00013052225431151588
feature_444,0.00013292252449433883
feature_50,0.00013485046692361945
feature_401,0.00013785607575720338
feature_115,0.0001402925597273952
feature_408,0.00014235675468768916
feature_4,0.00014457753587170384
feature_337,0.00014565199220616386
feature_366,0.00014662982221357311
feature_400,0.0001486567648976478
feature_443,0.00014908293411137753
feature_99,0.00014934138910162044
feature_138,0.00015000589150235833
feature_371,0.0001524263304738649
feature_299,0.0001526126620777557
feature_34,0.0001537146486556118
feature_218,0.00015686645171826276
feature_416,0.00015748833557442942
feature_62,0.0001584227741323274
feature_282,0.0001679447756194774
feature_72,0.000168216319497283
feature_227,0.0001746102369996172
feature_241,0.00017824441113390989
feature_248,0.00018137713126986643
feature_134,0.00018315375747909312
feature_275,0.0001867597233155216
feature_300,0.0001891364700680409
feature_41,0.0001899298127378102
feature_61,0.0001935900351744513
feature_70,0.00019400453847321364
feature_42,0.00019417935580231526
feature_320,0.00019614220137315064
feature_223,0.00019771295060809767
feature_373,0.00020116767854513328
feature_415,0.00020977701828024388
feature_259,0.00021068617100068466
feature_265,0.0002145839104803038
feature_336,0.0002151327447117768
feature_245,0.00021786911624059878
feature_342,0.00021875071252538402
feature_108,0.0002217898100419502
feature_309,0.00022334621752053696
feature_362,0.00022482340548958258
feature_395,0.00023663654497193542
feature_377,0.0002493821913515659
feature_317,0.00025035426966213414
feature_307,0.0002514532142147585
feature_107,0.0002562123044525633
feature_109,0.00025869382169393387
feature_413,0.00025903022233075834
feature_438,0.0002644431056172958
feature_287,0.000264967246617287
feature_308,0.0002692629200725438
feature_343,0.00026981656206551683
feature_268,0.0002741212042240759
feature_357,0.0002759309274654731
feature_156,0.00027924029206600754
feature_325,0.00028025144377641364
feature_427,0.00028070618469433484
feature_7,0.000289402222387658
feature_289,0.00029107279387089455
feature_396,0.0002955044669839535
feature_406,0.0003018908096007689
feature_327,0.00030371804722055805
feature_286,0.00031359377527694353
feature_302,0.0003164745344595765
feature_233,0.0003299146854481294
feature_364,0.00033673743213619156
feature_301,0.0003478818751497914
feature_376,0.00035686515980239977
feature_32,0.0003571935396641912
feature_258,0.0003633031448935675
feature_403,0.0003763252201698486
feature_253,0.0003786735748102399
feature_378,0.0003820058462082776
feature_257,0.0003822560715577961
feature_6,0.0003937662550791976
feature_277,0.00039478806906710905
feature_225,0.00040443493320853064
feature_237,0.0004069827434504569
feature_246,0.00041345384490681925
feature_236,0.000439453663181999
feature_270,0.0004549737931493159
feature_256,0.000456602813527518
feature_261,0.00045677644416104447
feature_52,0.00046996143506335966
feature_352,0.00048563568439179415
feature_247,0.0004950902735960105
feature_249,0.0005116653249541802
feature_216,0.0005152005644522894
feature_190,0.0005379140961565332
feature_297,0.0005380356920198115
feature_244,0.0005502261738856929
feature_440,0.0005721119579923051
feature_243,0.000572951494202456
feature_269,0.0005793143863597305
feature_426,0.0005847184157531049
feature_381,0.0005887247630671722
feature_334,0.0006010435723897367
feature_363,0.000615059141644203
feature_272,0.0006187683079431517
feature_318,0.000629684046452883
feature_263,0.0006466315424224267
feature_242,0.000650140911711139
feature_285,0.0007553185964692232
feature_238,0.0007603746129660194
feature_271,0.0007700937967379251
feature_234,0.0007771646600594151
feature_250,0.0008003006742447916
feature_356,0.0008019555453632532
feature_266,0.0008090935434867163
feature_232,0.0008310157951387121
feature_251,0.0008341902632532317
feature_264,0.0008398565776954858
feature_273,0.0009403826117256985
feature_254,0.0009907185431524135
feature_229,0.001038225925036862
feature_338,0.0012042257536298395
feature_231,0.001232871371237898
feature_354,0.0013236440209108413
feature_260,0.0013395513363870792
feature_230,0.0016028031288485734
feature_267,0.0018092993331792595
feature_262,0.0023888288964885483
feature_191,0.002649196360178818
feature_192,0.0032828102572653338
feature_193,0.009187923654703533
