feature,shap_importance
feature_193,0.051275889215425814
feature_192,0.04939582655260803
feature_191,0.04252125935501262
feature_190,0.035127960007103
feature_186,0.03141565946695564
feature_188,0.030436858169077957
feature_194,0.02937529482379586
feature_185,0.02651873703127855
feature_196,0.02406079739892577
feature_197,0.023054610622083416
feature_189,0.02180059645942397
feature_183,0.020249683206389306
feature_195,0.019312690618346097
feature_187,0.017532743319180314
feature_199,0.014675058838570218
feature_262,0.014180730821902155
feature_260,0.013046472882005897
feature_267,0.012359242232307685
feature_198,0.01201934639302023
feature_84,0.010845601759973279
feature_269,0.009446096025790683
feature_254,0.00862277718478472
feature_266,0.008359953629049285
feature_265,0.008035605878020062
feature_184,0.007875277712293988
feature_263,0.007637511376471144
feature_179,0.007499511878017974
feature_264,0.007100882319295206
feature_13,0.007013294058962161
feature_275,0.006886129742206724
feature_273,0.006704954245735044
feature_200,0.006185732419297091
feature_178,0.006143509306382709
feature_243,0.005834713270329737
feature_274,0.005015389359428193
feature_173,0.004878639523652577
feature_245,0.004876314130948369
feature_231,0.00466930237296043
feature_247,0.004629228470235216
feature_171,0.004484922095065029
feature_232,0.004472225952769447
feature_229,0.004409178098019947
feature_277,0.004192884392966445
feature_276,0.00407704946635789
feature_271,0.004057310509067745
feature_238,0.004042501850864205
feature_177,0.004012840279112713
feature_169,0.004001779229751586
feature_225,0.003999103122057028
feature_338,0.00399398731150102
feature_230,0.003921629181172552
feature_280,0.003764113549265019
feature_16,0.003621251596461216
feature_268,0.0035430843813131674
feature_354,0.0034582803847640433
feature_326,0.0033907308332876344
feature_234,0.0033608967423711723
feature_363,0.0033353431244379484
feature_168,0.0033154287158569315
feature_256,0.0032339902858945805
feature_251,0.003224959257766904
feature_181,0.0032162816355562496
feature_182,0.003143758531181454
feature_174,0.003105530414098915
feature_250,0.0030904452617983
feature_272,0.0030450775048872876
feature_236,0.003038040481044577
feature_281,0.0028935016067513455
feature_237,0.0028698788981315047
feature_253,0.0028255058184880337
feature_342,0.0027370750774408335
feature_258,0.002694336195454455
feature_259,0.0026832340668139208
feature_167,0.0026732104539512174
feature_170,0.0026452087987190987
feature_176,0.0025625864172980047
feature_314,0.0024423736140112774
feature_202,0.0023957737231761656
feature_257,0.0023094360105430116
feature_246,0.0022902056885924994
feature_11,0.002240308173228105
feature_261,0.002236503669625465
feature_282,0.0022172609493132014
feature_60,0.00217749870433977
feature_336,0.002135535890977529
feature_252,0.0021275423010180604
feature_244,0.0020568209549120956
feature_112,0.0020486959058020637
feature_172,0.002046418826221747
feature_82,0.0020449332420656263
feature_249,0.002017127817878989
feature_27,0.001975534770247638
feature_397,0.0019668031887459933
feature_57,0.0019186371913774193
feature_213,0.0019065493922109547
feature_352,0.0018909231154904994
feature_283,0.0018897921870532838
feature_227,0.0018891860864106004
feature_205,0.0018671501932529448
feature_15,0.0018628296742485334
feature_78,0.0017894397819702978
feature_22,0.0017685272024288365
feature_88,0.0017532486510230339
feature_240,0.0017466176466261136
feature_90,0.001744323600817483
feature_239,0.0017324106175452376
feature_427,0.0017240176317118037
feature_248,0.0017046690473204447
feature_332,0.001679489175715603
feature_355,0.0016768238224052856
feature_330,0.001670232982031976
feature_317,0.0016541158718953182
feature_215,0.0016516112886025495
feature_361,0.001642048869582706
feature_56,0.001641131341312248
feature_17,0.001633213936333786
feature_12,0.0016308257259164348
feature_297,0.001629504474701502
feature_94,0.0016248529049142186
feature_321,0.001616896384169174
feature_301,0.0016161380436599763
feature_279,0.0016031323832185259
feature_110,0.0015404930844009736
feature_284,0.001539400172895507
feature_28,0.001532384311743726
feature_204,0.0015212317614938023
feature_113,0.001481496164025622
feature_325,0.0014724788002827278
feature_233,0.0014651208141129714
feature_270,0.0014638918009452005
feature_49,0.0014476688445052707
feature_19,0.0014433487100430327
feature_14,0.0014412506808074632
feature_58,0.001431051902002695
feature_210,0.0014157178335402086
feature_36,0.0014032966578375278
feature_235,0.001383653522775758
feature_218,0.001373749839362505
feature_35,0.0013697313026407164
feature_356,0.0013513902246916716
feature_175,0.0013067821585123498
feature_228,0.0012943765381756747
feature_211,0.0012155271922377523
feature_206,0.0012109886753212395
feature_107,0.001198510164905559
feature_67,0.0011946555765929622
feature_4,0.0011728871228941678
feature_209,0.0011472228056119873
feature_285,0.0011388738125605157
feature_64,0.0011240725763584417
feature_347,0.0010364336789567658
feature_165,0.001017671846227515
feature_26,0.0010158631249166923
feature_123,0.0010107303472018177
feature_29,0.0010017796698160253
feature_128,0.0010006125659276174
feature_223,0.0009973331940915787
feature_339,0.0009796206489817785
feature_9,0.0009787933192704022
feature_302,0.0009662514722630143
feature_440,0.0009637223912562609
feature_124,0.0009434699311622258
feature_154,0.0009428827202002076
feature_208,0.0009374904444179996
feature_353,0.0009271894787639749
feature_323,0.0009246135026293927
feature_201,0.0009124505050069114
feature_6,0.0009067483130122009
feature_7,0.000884658110939559
feature_371,0.0008826992220092846
feature_81,0.0008825968576990163
feature_76,0.0008740164146110703
feature_91,0.0008634346664912416
feature_404,0.0008626423540567684
feature_207,0.0008580235625203277
feature_134,0.0008520755566222087
feature_331,0.0008517966294494763
feature_20,0.0008195683641361946
feature_401,0.0008043774768649502
feature_333,0.000798708462883594
feature_318,0.0007943222276430664
feature_51,0.0007937718223437632
feature_242,0.0007919342504557795
feature_316,0.0007873363533645925
feature_313,0.0007862319634945059
feature_116,0.0007662176485697294
feature_46,0.0007651183678266451
feature_127,0.00076349423605123
feature_25,0.0007534680749582943
feature_408,0.0007529680428849336
feature_70,0.0007518294726341359
feature_122,0.0007502311390178635
feature_406,0.000750057908337563
feature_241,0.0007268341166225979
feature_18,0.0007262022465951696
feature_278,0.0007119922411607924
feature_83,0.0007101505700674445
feature_426,0.0006989641040433937
feature_364,0.0006900305336301249
feature_203,0.0006863311253196214
feature_32,0.0006767237256307089
feature_334,0.0006748669456742175
feature_216,0.0006740032104617222
feature_41,0.0006589525120968126
feature_298,0.000655031546787236
feature_335,0.0006293655780731095
feature_221,0.0006285403186427743
feature_55,0.0006269106347690149
feature_286,0.0006169469825212255
feature_322,0.0006035143174967734
feature_327,0.000600270272735853
feature_378,0.00060008949624743
feature_63,0.0005888986734155746
feature_93,0.000578150639477239
feature_61,0.0005567961571232755
feature_52,0.0005551447258569539
feature_217,0.0005518005078428333
feature_381,0.0005444026329186866
feature_369,0.0005406819988769128
feature_47,0.000539418796731997
feature_180,0.0005388739640256974
feature_115,0.0005373328929080321
feature_386,0.0005206390603939271
feature_376,0.0005127395686854588
feature_96,0.0005111296491645297
feature_300,0.0005091187762794804
feature_443,0.0005073959525146069
feature_87,0.0005048702417443534
feature_10,0.0005032901256099052
feature_161,0.0005004905985363547
feature_164,0.0004952172539822929
feature_42,0.00048574077930546464
feature_319,0.00048529504635171674
feature_159,0.0004740022388292125
feature_121,0.00046043044720029953
feature_62,0.00045765238719371076
feature_362,0.00045396386663152586
feature_152,0.0004453305259054561
feature_21,0.0004426383918300847
feature_255,0.0004420824730501483
feature_80,0.0004369898730769738
feature_39,0.0004281015364156779
feature_98,0.0004270393909609468
feature_293,0.00042206176663121863
feature_377,0.00041406935814533043
feature_34,0.0003956709207577014
feature_162,0.0003920853254407408
feature_89,0.00038768556667202937
feature_72,0.0003763571794067094
feature_48,0.0003762620229245706
feature_405,0.0003759555035632445
feature_287,0.00037049822094270627
feature_75,0.00036809551553691533
feature_163,0.0003484044768982031
feature_37,0.0003437013924443198
feature_366,0.0003404594976609867
feature_392,0.00033854020827289326
feature_214,0.00033813802477082654
feature_65,0.0003379656995314653
feature_109,0.0003329483460393286
