feature,shap_importance
feature_291,0.0003293812067716144
feature_402,0.0003242624259660953
feature_337,0.0003180503647792509
feature_400,0.00031709978264051625
feature_86,0.00031414150714207653
feature_309,0.00027756221926392513
feature_108,0.0002657144487085587
feature_50,0.00026152375144500154
feature_2,0.0002597214446462085
feature_156,0.00025743832171153623
feature_320,0.00025704815323259465
feature_403,0.0002540073210414863
feature_373,0.0002520460133180093
feature_222,0.0002456460896619183
feature_104,0.000245189209748709
feature_73,0.0002450795373679286
feature_345,0.00024214573518352957
feature_138,0.00023846890902565944
feature_289,0.00022800054699008437
feature_384,0.00022791993627433368
feature_54,0.00022600756768137635
feature_85,0.00022238771509390867
feature_444,0.00021784399903666436
feature_226,0.00021457700924602037
feature_66,0.00020705982565804074
feature_374,0.0002068611195835401
feature_395,0.00020663488869127522
feature_307,0.00018929437638305312
feature_430,0.00018612563912636076
feature_391,0.00018215628090374408
feature_415,0.00017994312730284107
feature_99,0.00017988945839070533
feature_407,0.00017189669568255442
feature_224,0.00016739208746701997
feature_308,0.0001527585812959458
feature_349,0.00015175206730810278
feature_416,0.00014833588718103752
feature_299,0.0001476942818409367
feature_340,0.0001460943971057467
feature_160,0.0001414912132804224
feature_422,0.00013842055621152643
feature_3,0.00011001415358754295
feature_438,9.242811263825548e-05
feature_396,9.222767553227026e-05
feature_343,8.905655814353657e-05
feature_413,8.842373575830406e-05
feature_357,8.708858748262254e-05
feature_219,5.927848355404801e-05
feature_38,5.079834586681894e-05
feature_303,4.599827819214291e-05
feature_324,4.4360957968676135e-05
feature_288,4.3263187854719975e-05
feature_424,4.117408491376618e-05
feature_393,0.0
feature_53,0.0
feature_394,0.0
feature_398,0.0
feature_45,0.0
feature_385,0.0
feature_390,0.0
feature_389,0.0
feature_388,0.0
feature_387,0.0
feature_59,0.0
feature_44,0.0
feature_383,0.0
feature_382,0.0
feature_68,0.0
feature_380,0.0
feature_379,0.0
feature_69,0.0
feature_71,0.0
feature_74,0.0
feature_375,0.0
feature_399,0.0
feature_410,0.0
feature_43,0.0
feature_434,0.0
feature_8,0.0
feature_428,0.0
feature_429,0.0
feature_431,0.0
feature_432,0.0
feature_433,0.0
feature_435,0.0
feature_40,0.0
feature_436,0.0
feature_437,0.0
feature_439,0.0
feature_5,0.0
feature_441,0.0
feature_442,0.0
feature_23,0.0
feature_425,0.0
feature_423,0.0
feature_421,0.0
feature_420,0.0
feature_419,0.0
feature_418,0.0
feature_417,0.0
feature_414,0.0
feature_412,0.0
feature_411,0.0
feature_372,0.0
feature_409,0.0
feature_24,0.0
feature_30,0.0
feature_31,0.0
feature_33,0.0
feature_77,0.0
feature_97,0.0
feature_79,0.0
feature_328,0.0
feature_311,0.0
feature_312,0.0
feature_149,0.0
feature_148,0.0
feature_315,0.0
feature_147,0.0
feature_146,0.0
feature_145,0.0
feature_144,0.0
feature_143,0.0
feature_142,0.0
feature_141,0.0
feature_140,0.0
feature_139,0.0
feature_137,0.0
feature_310,0.0
feature_150,0.0
feature_306,0.0
feature_295,0.0
feature_220,0.0
feature_212,0.0
feature_290,0.0
feature_166,0.0
feature_292,0.0
feature_294,0.0
feature_296,0.0
feature_305,0.0
feature_158,0.0
feature_157,0.0
feature_155,0.0
feature_153,0.0
feature_151,0.0
feature_304,0.0
feature_136,0.0
feature_329,0.0
feature_370,0.0
feature_135,0.0
feature_111,0.0
feature_106,0.0
feature_105,0.0
feature_103,0.0
feature_102,0.0
feature_358,0.0
feature_359,0.0
feature_360,0.0
feature_101,0.0
feature_100,0.0
feature_365,0.0
feature_95,0.0
feature_367,0.0
feature_368,0.0
feature_92,0.0
feature_351,0.0
feature_350,0.0
feature_348,0.0
feature_125,0.0
feature_133,0.0
feature_132,0.0
feature_131,0.0
feature_130,0.0
feature_129,0.0
feature_126,0.0
feature_120,0.0
feature_114,0.0
feature_119,0.0
feature_341,0.0
feature_118,0.0
feature_344,0.0
feature_117,0.0
feature_346,0.0
feature_1,0.0
